Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1143,20,RL,,8550,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,No,GLQ,760,Unf,0,500,1260,GasA,Gd,Y,SBrkr,1320,0,0,1320,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1993,Fin,2,402,TA,TA,Y,0,26,0,0,144,0,,MnPrv,,0,7,2006,WD ,Normal,214000
1144,20,RL,40,17280,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,Gd,BLQ,1370,Unf,0,240,1610,GasA,TA,Y,SBrkr,1780,0,0,1780,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,,,,0,12,2006,WD ,Normal,239000
1145,50,RL,84,10080,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,LwQ,510,Unf,0,580,1090,GasA,TA,Y,SBrkr,1210,650,0,1860,0,0,1,1,5,1,TA,7,Typ,0,,Attchd,1953,Unf,1,305,Fa,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal,178000
1146,30,RL,47,7530,Pave,,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,,0,Gd,Gd,BrkTil,TA,TA,No,LwQ,450,BLQ,310,370,1130,GasA,TA,Y,SBrkr,1290,0,0,1290,0,0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1992,Unf,1,288,TA,TA,Y,265,0,0,0,0,0,,GdPrv,,0,7,2008,WD ,Normal,165000
1147,20,RL,71,9630,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,TA,TA,No,BLQ,380,Rec,510,150,1040,GasA,Ex,Y,SBrkr,1060,0,0,1060,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1965,Unf,1,429,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,143000
1148,20,RL,61,9720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1760,1760,GasA,Ex,Y,SBrkr,1830,0,0,1830,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,Fin,3,870,TA,TA,Y,204,64,0,0,0,0,,,,0,9,2007,New,Partial,285000
1149,85,RL,,8160,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40,TA,TA,CBlock,Gd,TA,Gd,ALQ,500,Unf,0,0,500,GasA,Ex,Y,SBrkr,1170,0,0,1170,0,1,1,0,3,1,TA,6,Typ,1,Po,Basment,1978,Fin,2,504,TA,TA,Y,311,0,0,0,0,0,,GdWo,,0,5,2008,WD ,Normal,181000
1150,20,RL,85,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,,0,TA,TA,CBlock,TA,TA,No,BLQ,890,Unf,0,250,1140,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,153000
1151,20,RL,50,6800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,PConc,Ex,Gd,Mn,LwQ,240,ALQ,600,250,1090,GasA,Fa,Y,FuseA,1300,0,0,1300,0,1,1,0,2,1,TA,6,Typ,0,,Detchd,1952,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2006,WD ,Normal,150000
1152,20,RL,94,14120,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132,TA,TA,CBlock,TA,TA,No,LwQ,90,BLQ,940,680,1710,GasA,TA,Y,SBrkr,1740,0,0,1740,1,0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1960,Fin,2,463,TA,TA,Y,0,148,0,0,120,0,,,,0,5,2009,WD ,Normal,224000
1153,60,RL,,19530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113,TA,Gd,CBlock,Gd,TA,No,LwQ,220,Rec,780,140,1140,GasA,TA,Y,SBrkr,1630,1050,0,2680,0,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,1965,Unf,2,596,TA,TA,Y,0,265,0,0,0,0,,,,0,8,2007,WD ,Abnorml,156000
1154,20,RL,81,12120,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674,Gd,TA,PConc,Ex,TA,Av,GLQ,1680,Unf,0,440,2120,GasA,Ex,Y,SBrkr,2170,0,0,2170,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,3,892,TA,TA,Y,0,265,0,0,0,0,,,,0,6,2008,WD ,Normal,412000
1155,20,RL,74,10080,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1180,1180,GasA,Ex,Y,SBrkr,1240,0,0,1240,0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1999,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,,,,0,6,2008,WD ,Normal,172000
1156,20,RL,86,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217,TA,TA,CBlock,TA,TA,No,ALQ,350,BLQ,560,540,1450,GasA,TA,Y,SBrkr,1470,0,0,1470,1,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1961,RFn,2,610,TA,TA,Y,172,28,0,0,121,0,,MnPrv,,0,2,2009,WD ,Normal,181000
1157,60,RL,79,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216,Gd,TA,PConc,Ex,TA,No,GLQ,1260,Unf,0,330,1590,GasA,Ex,Y,SBrkr,1630,880,0,2510,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,,,,0,6,2009,WD ,Normal,391000
1158,20,RL,68,10500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,570,Unf,0,490,1060,GasA,TA,Y,SBrkr,1110,0,0,1110,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969,Unf,1,300,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD ,Normal,155000
1159,20,RL,68,9270,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1280,1280,GasA,TA,Y,SBrkr,1340,0,0,1340,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,,,,0,4,2010,WD ,Normal,176000
1160,30,RL,56,4300,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,930,930,GasA,Ex,Y,SBrkr,990,0,0,990,0,0,1,0,2,1,TA,4,Typ,0,,,,,0,0,,,Y,0,96,0,0,0,0,,,,0,7,2009,WD ,Normal,125000
1161,30,RM,64,9040,Pave,,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,480,480,GasA,TA,N,FuseA,790,0,0,790,0,0,1,0,2,1,TA,4,Min1,0,,,,,0,0,,,N,0,0,112,0,0,0,,GdWo,,0,6,2006,WD ,Normal,95000
1162,20,RL,72,10680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,900,Unf,0,380,1280,GasA,Ex,Y,SBrkr,1350,0,0,1350,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2003,RFn,2,555,TA,TA,Y,0,41,0,0,0,0,,,,0,8,2009,WD ,Normal,215000
1163,20,RM,57,7740,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,450,450,GasA,TA,N,FuseA,500,0,0,500,0,0,1,0,1,1,TA,3,Typ,0,,Detchd,1949,Unf,1,297,Fa,TA,Y,76,0,120,0,0,0,,,,0,3,2008,WD ,Abnorml,68000
1164,20,RL,52,7740,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,Gd,TA,Av,GLQ,780,Unf,0,560,1340,GasA,Ex,Y,SBrkr,1390,0,0,1390,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2007,RFn,2,632,TA,TA,Y,132,0,0,0,0,0,,,,0,2,2009,WD ,Normal,225000
1165,20,RL,63,8920,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,PConc,Gd,Gd,No,GLQ,460,Unf,0,620,1080,GasA,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1995,Unf,1,384,TA,TA,Y,256,0,0,0,0,0,,,,0,7,2007,WD ,Normal,174000
1166,60,RL,49,23220,Pave,,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,790,790,GasA,Ex,Y,SBrkr,850,1250,0,2100,0,0,2,1,4,1,TA,7,Typ,1,Gd,BuiltIn,2005,Fin,2,372,TA,TA,Y,100,40,0,0,0,0,,,,0,7,2006,WD ,Normal,223000
1167,20,RL,67,10600,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54,Gd,TA,CBlock,TA,TA,No,ALQ,870,Unf,0,280,1150,GasA,Ex,Y,SBrkr,1190,0,0,1190,1,0,1,1,3,1,Gd,5,Typ,0,,Attchd,1959,RFn,1,312,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2008,WD ,Normal,173000
1168,20,RL,88,12630,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1690,1690,GasA,Ex,Y,SBrkr,1760,0,0,1760,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,,,,0,6,2008,ConLD,Partial,269000
1169,20,RL,83,7780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1120,1120,GasA,Gd,Y,SBrkr,1180,0,0,1180,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1958,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,3,2009,WD ,Normal,154000
1170,60,RL,121,17210,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1340,1340,GasA,Ex,Y,SBrkr,1400,1510,0,2910,0,0,3,1,4,1,Gd,9,Typ,0,,Attchd,2006,RFn,3,840,TA,TA,Y,240,154,0,0,0,0,,,,0,9,2006,New,Partial,383000
1171,190,RL,56,10450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160,TA,TA,CBlock,TA,TA,Av,ALQ,850,Unf,0,200,1050,GasW,TA,N,SBrkr,1090,0,0,1090,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1970,Unf,2,576,TA,TA,Y,0,288,0,0,0,0,,,,0,5,2006,WD ,Normal,156000
1172,20,RL,49,11750,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,1060,0,0,1060,0,0,1,0,2,1,Gd,6,Typ,0,,Detchd,1946,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD ,Abnorml,109000
1173,190,RM,46,6200,Pave,,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,188,TA,Fa,BrkTil,TA,Fa,No,Rec,200,Unf,0,920,1120,GasA,TA,N,FuseF,1110,1020,0,2130,0,0,2,1,6,1,TA,9,Typ,0,,,,,0,0,,,N,0,188,102,0,0,0,,,,0,5,2009,WD ,Normal,122000
1174,60,RL,121,15090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Ex,TA,PConc,Ex,TA,No,GLQ,1460,Unf,0,460,1920,GasA,Ex,Y,SBrkr,1990,1110,0,3100,1,0,3,1,4,1,Ex,10,Typ,3,Gd,BuiltIn,2007,Fin,3,754,TA,TA,Y,135,64,0,0,0,0,,,,0,6,2009,WD ,Normal,511000
1175,50,RL,45,8000,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,970,970,GasA,Gd,Y,SBrkr,1320,860,0,2180,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,,,,0,3,2009,WD ,Normal,207000
1176,160,RL,26,2440,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,,0,TA,TA,CBlock,Gd,TA,No,ALQ,320,LwQ,330,310,960,GasA,Gd,Y,SBrkr,980,710,0,1690,0,0,2,1,4,1,TA,7,Typ,0,,Attchd,1975,RFn,2,460,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,170000
1177,60,RL,,10510,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199,Gd,TA,PConc,Gd,TA,No,GLQ,500,Unf,0,410,910,GasA,Ex,Y,SBrkr,1010,1010,0,2020,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2002,Fin,2,591,TA,TA,Y,320,54,0,0,0,0,,,,0,7,2006,WD ,Normal,255000
1178,20,RL,57,8820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1430,1430,GasA,Ex,Y,SBrkr,1490,0,0,1490,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,437,TA,TA,Y,0,23,0,0,0,0,,,,0,7,2007,New,Partial,197000
1179,160,RL,36,2500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Gd,TA,CBlock,Gd,TA,No,ALQ,310,Unf,0,630,940,GasA,TA,Y,SBrkr,980,710,0,1690,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,147,0,0,0,0,0,,,,0,4,2009,WD ,Normal,165000
1180,50,RM,,6610,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,BrkTil,TA,TA,No,LwQ,70,Unf,0,870,940,GasA,Gd,Y,SBrkr,990,650,0,1640,1,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1968,Unf,2,528,TA,TA,Y,225,0,84,0,0,0,,,,0,3,2007,WD ,Normal,152000
1181,20,FV,123,13350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1640,1640,GasA,Ex,Y,SBrkr,1700,0,0,1700,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,984,TA,TA,Y,212,136,0,0,0,0,,,,0,5,2009,WD ,Normal,285000
1182,20,RL,72,13650,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1600,1600,GasA,Ex,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1989,Unf,2,438,TA,TA,Y,252,0,192,0,0,0,,,,0,7,2008,WD ,Normal,178000
1183,60,RL,54,18110,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,Gd,Av,GLQ,610,Unf,0,130,740,GasA,Ex,Y,SBrkr,780,960,0,1740,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,426,TA,TA,Y,100,24,0,0,0,0,,,,0,9,2006,New,Partial,210000
1184,20,RL,66,13640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,Gd,TA,Mn,Rec,240,GLQ,640,60,940,GasA,TA,Y,SBrkr,960,0,0,960,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1984,Unf,2,495,TA,TA,Y,431,0,0,0,0,0,,MnPrv,,0,4,2010,WD ,Normal,178000
1185,20,RL,81,10310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289,TA,TA,CBlock,TA,TA,No,BLQ,730,Rec,170,570,1470,GasA,Gd,Y,SBrkr,1910,0,0,1910,0,0,1,0,4,1,TA,8,Typ,3,TA,Attchd,1957,Unf,2,464,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD ,Normal,204000
1186,20,RL,68,8600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,HdBoard,,0,Gd,TA,CBlock,TA,TA,No,ALQ,290,Rec,500,230,1020,GasA,Ex,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1978,Unf,2,576,TA,TA,Y,233,0,0,0,0,0,,,,0,7,2008,WD ,Normal,162000
1187,70,RM,82,5080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,740,740,GasA,Fa,N,SBrkr,800,800,0,1600,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1910,Unf,1,330,Fa,TA,Y,192,50,0,0,0,0,,,,0,1,2008,WD ,Normal,136000
1188,85,RL,,10640,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87,TA,TA,CBlock,TA,TA,Av,GLQ,660,Unf,0,220,880,GasA,Ex,Y,SBrkr,1440,0,0,1440,0,1,2,0,3,1,TA,6,Typ,1,TA,Basment,1966,Fin,2,432,TA,TA,Y,140,40,0,0,0,0,,,,0,6,2007,WD ,Normal,205000
1189,60,RL,50,8380,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1030,1030,GasA,Ex,Y,SBrkr,1090,810,0,1900,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999,RFn,2,460,TA,TA,Y,0,40,0,0,0,0,,,,0,8,2007,WD ,Normal,205000
1190,60,RL,64,12930,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Ex,TA,No,ALQ,750,Unf,0,140,890,GasA,Ex,Y,SBrkr,930,1300,0,2230,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,,,,0,6,2009,WD ,Normal,247000
1191,20,RL,75,8890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,Av,BLQ,1090,Unf,0,60,1150,GasA,Gd,Y,SBrkr,1190,0,0,1190,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1968,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,,GdWo,,0,11,2006,WD ,Normal,166000
1192,120,RH,28,4350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1430,1430,GasA,Ex,Y,SBrkr,1500,0,0,1500,0,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,2001,Fin,2,511,TA,TA,Y,136,68,0,0,0,0,,,,0,7,2007,WD ,Normal,183000
1193,60,FV,82,11430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,No,GLQ,850,Unf,0,280,1130,GasA,Ex,Y,SBrkr,1190,1170,0,2360,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,,,,0,4,2008,New,Partial,380000
1194,20,RL,,10580,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,,0,TA,TA,CBlock,TA,TA,No,BLQ,1200,Unf,0,190,1390,GasA,Ex,Y,SBrkr,1800,0,0,1800,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,Unf,2,490,TA,TA,Y,120,78,0,0,0,0,,GdWo,,0,6,2009,WD ,Normal,178000
1195,20,RL,93,12060,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350,Gd,TA,PConc,Ex,TA,Av,GLQ,1550,Unf,0,450,2000,GasA,Ex,Y,SBrkr,2050,0,0,2050,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,,,,0,6,2010,New,Partial,439000
1196,120,RL,40,7310,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,570,1470,GasA,Ex,Y,SBrkr,1520,0,0,1520,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,,,,0,8,2009,WD ,Normal,245000
